ID,text,labels
1326541742028382209t,"@EricTopol @lauriemcginley2 @bylenasun @Carolynyjohnson Dr Topol let me know when you take the vaccine and abort social distancing and mask . 6 months later and you are COVID free and no issues like GB syndrome , I may decide to take it .",rushed
1352949504652288002t,If you have the vaccine be prepared to be bed bound for 24 hours,side-effect
1340034088887963648t,"@sandibachom You bet that spawn of Satan , evil , walking pile of 🐷 💩 would do that so that his Moderna stock would go up . Way back when I first heard he held stock in Moderna I knew that he was going to push their vaccine for his own benefit .",pharma
1375396702614511618t,"FORMER GATES FOUNDATION VACCINE SCIENTIST CALLS FOR HALT TO VACCINATIONS , PREDICTS “ WIPE OUT ” OF POPULATIONS https : / / t.co/DLIDZ1O532",conspiracy
1376717327102803968t,"@Hephaestus451 I believe the vaccination card is used to track the manufacturer and lot number of the vaccine one receives so as not to cross manufacturers . Absolutely zero chance I ’ m carrying that around in my wallet . Two separate issues . If govm mandates , it ’ s unconstitutional .",mandatory
1321243527607713792t,"@WilliamClouston A vaccine that works , oh yes you are right there isn't one .",ineffective
1362487999221682186t,@JeremyFarrar @AstraZeneca @BillGates Those who have already died or had serious adverse recations to the vaccines . Was it safe for them ? I thought every covid life matters . I guess theirs didn't ? Now .. shall we talk about what happened last time we stuck nanotechnology in the body of an animal ? Still safe ? Lies,side-effect
1353030786350505986t,@nancyfuqindrew @fernand45336034 @PervySage10 @GregMannarino When you get the vaccine it stops you getting sick but does not stop you transmitting it . anyone getting the vaccine is masking the viruses & passing it on unknowingly . What's to prove its facts . you prove by getting the vaccine you don't transmit the virus . Good luck with that,ineffective
1288022686384480259t,"People think I ’ m joking , it is not a joke . Soon they will have a miracle vaccine and if you don ’ t think it will be mandatory that kids get it or you get it to work , you better start asking yourself what you will do if you want to say no .",mandatory
1293617957877186569t,"@mike31568057 What ? Inovio was the first and the only one to have a coronavirus vaccine ( ino 4700 ) . They were pushed to the side . Moderna needs - 80 cooling . 100 % side effects , protection lasting 3 - 4 months . Are you gonna take it ?",side-effect
1334441368563970049t,"@MattHancock @pfizer @BioNTech_Group @MHRAgovuk Tell us Matt , you told us all you ’ r bodies own defences don ’ t store white blood cells for more than a few months , but your Vaccine stays around for years ? 🤔 You ’ re telling fibs again you naughty boy ! The Vaccine is a way back to normal life oh erm yeah ! No it isnt ? 🤔 https : / / t.co/oLJxDaw3KT",ineffective
1325967401427546112t,"I'd like to explain the "" Pfizer vaccine is 90 % effective ! "" statement so you see why Im not excited . So far 38955 of the 43000 volunteers have received 2 doses of either the candidate COVID vaccine or the placebo ( meningitis vaccine ) . 1 / 2",ineffective
1370597876049580033t,"Just the way your palliative didn't reach me , neither covid - 19 relief ; let your vaccine not near me . Hold it to your families and friends not mine .. 🙏 🙏 🙏 😎 😎 😎 ... MY GOD IS STILL IN CONTROL OF MY LIFE ...",none
1354939377802162178t,"@clevelanddotcom Yeah , I won't be injecting poison into my body to do what my own immune system can do . Trying to persuade people to get a vaccine for a virus with a 98 % survival rate is ridiculous .",ingredients unnecessary
1384478047475093507t,The Hysterical Reaction to the Johnson & Johnson Vaccine Endangers Lives https : / / t.co/VnHLxo8fgN,side-effect
1263593231607926787t,"Despite Moderna ’ s cheery press release this AM , clinical trial results for its groundbreaking COVID vaccine could not be much worse . Three of the 15 human guinea pigs in the high dose cohort ( 250 mcg ) suffered a “ serious adverse event ” within 43 days of receiving Moderna ’ s jab . https : / / t.co/vnYnKtazA2",side-effect
1354180819506487296t,"How do we know for sure the safety and effectiveness of the covid 19 vaccine . With all the bs and the bias media - how do we know whether to believe them . I ’ ll do my own research , as usual",ineffective side-effect
1319015984045371395t,So someone dies on the Covid vaccine trials and they are reporting the person died taking a placebo not the vaccine 😦 what was the placebo heroine ? 🤭 you really couldn ’ t make this shit up 🧐,side-effect
1288129964236328965t,"@NeilClark66 Govts globally ( Sweden apart ) have gone for vaccine or bust . I ’ ve nothing against vaccine in principle , but I do wish ours would stop pretending it ’ s the only way through this . A virus demonstrably not lethal or disabling to the general population simply doesn ’ t warrant all this .",unnecessary
1263938467521867778t,@LookUp25297396 @uTobian MODERNA : Past attempts at developing COVID vaccines have always faltered at this stage as both humans and animals achieved robust antibody response then sickened and died when exposed to the wild virus . https : / / t.co/CCFlUhgQNg,side-effect
1326198884511617025t,COVID VACCINE NOW AVAILABLE ! ! ! ? ? ? Really one week after the election ?,political
1335287347135516674t,"@NicolaSturgeon Appreciate all your hard work Mrs sturgeon , but with Pfizer track record and record pay outs in damages and an untested product for long term affects i politely refuse to partake in this experiment .",pharma rushed
1325945762270818304t,I dunno there ’ s something about that Pfizer Vaccine 💉 90 % Protection 10 % Possible Regressiveness might turn into the deadly COVID - 19 Virus 🦠 no say about the side effects that shit might have isn ’ t that how “ I AM LEGEND ” began 😐,ineffective
1388289624221655040t,UCSF treats man who developed rare blood clot after Johnson and Johnson vaccine https : / / t.co/d0SPuL1S29,side-effect
1267968389240311810t,"Imune therapy research scientist explains where CORONA VIRUS came from , who's responsible , why vaccine will kill millions of victims . Gates / Fauci Group are fighting to make sure TRUMP never hears truth - - - they'll lose billions of dollars ! https : / / t.co/6JEdbQsxhx",conspiracy pharma side-effect
1374311465725923328t,"@CTVNews This not about keeping Canadians safe , it is about how long you make them wait for their second shot so that they do not benefit from the full vaccine . Keep count on what happens past the allowable three weeks . Stop this insanity ! Who is on the ethics committee ?",ineffective
1289118919546949634t,@rome0880 Why ? Because lots of inhuman events happened . Example the breast feed formula for infants that result brain damage . Another is their trial vaccine for covid that patient doctor turned black at passed away . Some of their collegue do not know they had administered,side-effect
1336256309235249152t,"@Knightsatire I've Tweeted Pfizer asking them why no peer reviews , why insist governments indemnify them , why aren't they 100 % backing their own products ? No reply of course . More interested in quick , guaranteed , huge profit , than genuinely caring for peoples ' health . No info & lots of rush !",pharma
1308019796617973760t,"@10DowningStreet @BorisJohnson You are doing all this for vaccine uptake , well guess what : we ain't taking them ! I'd rather suffer from Covid or Depression that to allow you to torture us into fulfilling the real agenda ! Even if you make it mandatory - WE WILL REFUSE !",mandatory
1344278693548589056t,That's right - everybody run and get your vaccine . 🙄 US Nurse Tests Positive Over A Week After Receiving Pfizer Vaccine : Report - NDTV https : / / t.co/NC6zFfuCsE,ineffective
1374348141324087300t,@LindsayD_BCG @Katyandtheboys You haven ’ t done enough research . There are multiple links between vaccinations and autism . My sister was perfectly fine until she was vaccinated .,side-effect
1308890990950912003t,@DontDenyThe Unfortunately #Moderna #BillGates ' #COVID19 vaccine manufacturer is seeking exactly the same immunity from liability in the event of catastrophic side effects .,pharma side-effect
1373683680221167620t,@Crackedlens @ZeidRyan @Kevincheeseman3 @Zakte @deficit_the @choppers_dog How about “ not having thousands of Covid deaths every day ? ” How do you have zero cases yet only have a vaccine that does nothing against variants ?,ineffective
1288554757087531010t,@liz_franczak I ’ ve been to Russia . There is no way in hell I would use a vaccine from there .,mandatory
1326604451956862976t,@DonaldJTrumpJr I hear your dad our wonderful President get a vaccine through Pfizer . Is it true this vaccine has tracers in it . Check out the video below . Maybe the administration should address what many doctors are saying . https : / / t.co/Ck3b7RpEEf,conspiracy ingredients
1332515995253047301t,AstraZeneca eyes extra global vaccine trial as questions mount https : / / t.co/Ce1rOqN469 via @nationnews Funny how how Hancock says they can start administering a untested vaccine in December he ’ s not of sound mind never locking up permanently 👍 👍 👍,rushed
1376666472873816064t,working to reinforce #ToxicPenguinColony + #CatalogueOfCompoundsAndGenes . preparing to sue joe biden and whoever violates my constitutional rights w vaccine passports and bunk sciences . bill gates does not have a monopoly on science . 😏 #ColorOfLaw,mandatory
1317225707068674048t,@ColinDyckes @MattHancock I see your a self declared business man ? What's your conflict of interest ? Do u have shares Oxford vaccine ? Shameful to encourage vaccine with unknown longterm implications ! Encourage & support #informedchoice #informedconsent Is history repeating itself ? https : / / t.co/iXBZFpeN5I,mandatory rushed
1408760058662604803t,"After weeks of asking , the MHRA the UK regulator has announced there have been 12 UK cases of thrombocytopenia and thrombosis after the Pfizer vaccine . In due course they will need to explain how long they knew about these , and why they only announced them now . @MHRAgovuk https : / / t.co/YiAEmvwAGd",side-effect
1376899526624153602t,@kimmagagal2 Stay strong . Don't ever be forced to take something you don't want to . They really need to take a hard look at themselves . 1 ) the vaccine doesn't stop you from catching CV . 2 ) BUPA arent covering any liabilities as a result of the vaccine . 3 ) forced / coercion is illegal .,ineffective mandatory
1299802986370170882t,@Darkblade24601 @BambooThebig @BorisJohnson_MP You have been brainwashed . There ’ s not a doubt in my mind . The biggest threat to us is this vaccine and satanic elites . Do some research !,conspiracy religious
1313032257003634688t,"@TheLadyRum His goal is to turn himself into a fake hero by claiming he "" beat covid "" and change the narrative with a "" vaccine "" . He's a con artist and orchestrates a reality show .",none
1314460988733714432t,@Pfizer_UK Scientists employed by Big Pharma telling us how great Big Pharma is and how we need Big Pharma to truly get over a virus with a less than 1 % kill rate ? Ridiculous ! Why won ’ t it be fact checked as fake news ?,pharma unnecessary
1377277282608369669t,"@TheView funny that Sunny blocked me 🤣 . She is a hate spreader , liar , coward . Uses platform but cannot allow others to comment . Stop calling we who don ’ t want vaccine Trumpers . YOU r the reason for discord amongst us .",none
1278062451804831744t,@aubrey_huff @realDonaldTrump Oh it would ... we would have all been mandatory vaccinated and chipped already ... and over 2 million would have died as originally stated ... because they [ DS ] would have down played it ... allowing us all to get sick .,mandatory
1290665527543771139t,"@realDonaldTrump I haven ’ t seen any of these ads you keep whining about . I have seen where you have given billions of taxpayer $ to Pfizer , Sanofi , GlaxoSmithKline , AstraZenica , ... , to develop a vaccine that I ’ m sure they ’ ll turn around and charge for .",pharma
1339913509493239808t,@realDonaldTrump ... because the Pfizer distribution is going oh so well ? ! 🤦 🏻 ‍ ♂ ️,political
1334551877933907968t,I think that ’ s naive . The US and UK won ’ t be “ returning to normal ” They have already said vaccine won ’ t prevent the spread of Covid . The US and UK will still be under tyrannical policies but playing Russian Roulette from taking a rushed through vaccine and No I ’ m not anti vax,ineffective rushed
1415804206817087491t,Google Seeks Vaccine - Related Infertility Rising 34900 % As Doctor + Former Pfizer Executive Got the Rumor https : / / t.co/bwok0rLElZ,side-effect
1344095758413393921t,@DiamondandSilk I say take the vaccine and shove it . The covid tests are worthless so why would I take the vaccine .,none
1371175104248418310t,Italy now bans it due to teachers death . Irish medical chief says use of AstraZeneca Covid jab should be suspended | Daily Mail Online https : / / t.co/s0utEc1ICD,side-effect
1344228694672465920t,@Councillorsuzie @MattHancock Is this the vaccine that went from 70 % to 95 % effective within 24 hours because the only truly tested MODERNA vaccine had far better results ! ! ! You know the one @GOVUK has ordered the least amount of 🤔 #reality #COVIDIOT,rushed
1370171269983911936t,@Joyce_Karam They are really ramping up with this Johnson and Johnson vaccine aren't they . I'll take my chances with Covid before I take anything made by J & J,pharma
1439169277613989889t,"They didn't "" save your life "" - you paid for this vaccine multiple times ( Operation Warp Speed and your taxes bought the doses at full price ) AND there's 9 other vaccines on the market , including an almost identical one from Pfizer $ BNTX .",pharma
1338905711724670982t,@X22Report More vaccine bullshit ?,none
1376903734131896326t,"@kristen_lindop @NightShiftMD Yes , several members of my family in the UK have had COVID and many more have had the AstraZeneca vaccine . We are going to cause more people to die , of COVID , because of this .",side-effect
1326641796408029194t,"Cynthia McKinney PhD @cynthiamckinney After inspecting the Pfizer patent , this is what a physician sent to me : "" Genetic vaccine , either RNA or DNA directly injected into body cells or via a monkey adenovirus vector is highly disputable . autoimmune disease , genomic mutations ,",ingredients side-effect
1343377504325742592t,"We can't have pharma companies inventing new vaccines with ZERO liability , while they pressure Congress to make vaccines mandatory . Recipe for disaster ! Pfizer's Candidate , Bigger Than Its COVID Vaccine @themotleyfool #stocks $ PFE $ MRK $ BNTX $ MRNA $ VTRS https : / / t.co/2j4uTA5fC8",mandatory pharma
1354766652911587332t,"@hughhewitt If you ’ re vaccinated why are you worried about me , doesn ’ t the vaccine give you ultimate protection ?",ineffective
1365291046398283781t,Most people won ’ t die from covid but some genetically vulnerable people do . Most people won ’ t die from a vaccine but some genetically vulnerable people do . Acknowledge the obvious .,side-effect
1288136780252880896t,@CleChrissy1 @BillGates I am fine with that . What they are not gonna push is mandating it for kids to go to school . This is being pushed through so fast . Kids should be the last demographic to use this vaccine on . I already am hearing it being thrown out there from parents in school meetings . 🤬,mandatory
1288070819629993985t,"@jen_the_rn @kevinroose Factually untrue . Fauci has known of the effectiveness of HCQ in treating COVID since 2005 . Plus , why would you assume a vaccine would solve anything ? We have a flu vaccine yet we still have millions of cases of the flu and flu deaths every year . This will be no different .",ineffective
1350846725825683458t,23 recent Mysterious deaths after receiving BS19 AstraZeneca jab 💉 #learntherisk https : / / t.co/QlPlOTFokg https : / / t.co/47j08hJXry,side-effect
1359994502845464577t,"@ryanstruyk India doesn't need the vaccine , they didn't get the Covid . political motivation ? https : / / t.co/ECfKDomXHy",political unnecessary
1382708694673154051t,""" based on rough estimates , the clotting disorder in women ages 20 to 50 who received the Johnson & Johnson vaccine occurred at least three times more often than would be expected "" https : / / t.co/8cwqVETh8D",side-effect
1255076278430044160t,@CP24 If they make a vaccine mandatory people will then there ’ s ulterior motive,mandatory
1337198423972450304t,"How can the drug makers of the covid vaccine not be liable ? If a drug maker can't get behind their own vaccine , why the hell would anyone take it ?",pharma
1319471084337508353t,@InvictusCLT it's honestly not . im not antivaxxer and id love to take an actual vaccine but im very skeptical of a rushed vaccine made in like 9 months,rushed
1364146387982688256t,@1paulgreenwood @BakuraOfKulElna My point is that if a healthy person can create antibodies there is no need to be injected with a vaccine - that should be for vulnerable people only .,unnecessary
1330218331060768778t,@ricebilly @Jeggit Astra Zeneca made in fetal cell lines have high levels of fetal DNA contaminants . The human genome contains regions that are susceptible to double strand break formation and DNA insertional mutagenesis - may create a causal relationship between the vax and ASD prevalence . #COVID19,ingredients
1340332455300124672t,"99.97 % unaffected by corona = Lockdowns , kill businesses , increase death by suicides , homelessness , and starvation . 99.86 % unaffected by vaccine = Vaccine is * great * , plus we'll continue to lockdown , kill business , increase suicides , homelessness , and starvation .",ineffective
1264198524742205440t,@realDonaldTrump WE THE PEOPLE REJECT MODERNA'S GENE EDITING VACCINE.The transformation of our genes would carry on to future generations by sperm + eggs ! https : / / t.co/wHyXuLUs51,side-effect
1314338496212078592t,"@RobertKennedyJr That ’ s nice ! However not close enough ! ! Oh and are they not trying to create a Covid vaccine ? ? Not sure I trust them ! ! Wait , I know I don ’ t ! !",pharma
1348219721133522945t,"Other than the #CovidVaccine #covid #vaccine which will NOT bring us the freedom we all so desperately need , what is the #exitstraegy #endgoal #ZeroCovid strategy @BorisJohnson ? The #vaccinations alone will not be enough #lockdown #marr #Covid_19",mandatory
1352891088495812611t,"Vaccine with tracking chip , they are same across the globe : )",conspiracy ingredients
1365296973826375680t,@cricketwyvern @britom1947 Nobody should be masking or ' testing children ' for #covid unless ill . They have 0.00005 % risk from it . Concentrate on getting vulnerable & high risk ' vaccinated ' ( 2Doses ) . + 99 % will recover & build natural immunity . ' Cases ' data is propaganda . #MaskingKidsIsAbuse #NoMasksInClass,unnecessary
1275555972241473536t,Reading they could have a covid vaccine ready by EOY . You ’ re trippen if you think I ’ m gonna let them inject me with some fast track vaccine they had to make from scratch .,rushed
1407464770446532616t,COVID - 19 Vaccine Linked to Another Rare Blood Disease : Israeli Study https : / / t.co/wXnqFGlHDB Why isn't Pfizer thrown out ? Muny is the only reason . The best is J & J but that they push back at every turn .,side-effect
1340508490729738241t,"3 / The denominator is far lower than 215000 ( the numerator will have a lag too , but the other way ) . If the lag is one day , almost 4 % of the first 88000 recipients have had a serious adverse event - AFTER THE FIRST SHOT OF THE PFIZER VACCINE ...",side-effect
1417719372479700994t,Anyone who takes that rubbish doesn't love themself . Will @Julius_S_Malema take that useless rubbish of a vaccine or will he take Pfizer ? https : / / t.co/UaMEDkP6DA,ineffective
1365434339345854465t,"@morgicorgi @ashishkjha And stay home forever . I ain't going out , even with a mask , with that vaccine . To them a serious illness with long - term consequences is just fine . I'd rather just end up dead , thanks .",side-effect
1309898484368183302t,@patricksavalle @AstraZeneca For exemple in the Netherlands it is forbidden to perform genetical modifications on humantissues . With good reasons . And now we're paying for a vaccin that is going to do exactly that . #illegalvaccins #hypocrite #immoral,ingredients
1255282049486815235t,@BorisJohnson I won ’ t be taking any vaccine ever ! You get me #controlofdiseaseact1984 Why has it been updated ?,none
1253546509892714497t,"2014 ... Drumph was about cleaning up vaccines , other toxins ... today he and faulty , billy g , zuckie ( aka rockefeller ) andmuskrat ate behind the 1 ) mandatory vaccines , 83 plus 2 new ones .. 2 ) implanting micro needles with the bumpkins medical history AND mandatory vaccine compliance",mandatory
1340967752090017793t,"Nurse at #Tennessee hospital collapses after taking a dose of #Pfizer ’ s vaccine , striking another blow to promoting trust in the new jab MORE : https : / / t.co/Hu5tl9M21E https : / / t.co/7Plaso4aeg",side-effect
1350089923253178369t,Investigation launched as 2 people die in Norway nursing home days after receiving Pfizer ’ s Covid - 19 vaccine The Norwegian Medicines Agency has announced that two nursing home residents passed away days after receiving the Pfizer - BioNTech Covid - 19 vacci … https : / / t.co/HPFBLtssew,side-effect
1270317186092064768t,@ChildrensHD There is no more pretense that safety or efficacy matter . The Oxford vaccine is a failure . Nevertheless let's go ahead and test it out on the usual countries that we manage to threaten or bribe into playing along . https : / / t.co/QzmMFJN1zX,ineffective
1396434097090801665t,Brisbane trainee nurse hospitalised with three blood clots after getting AstraZeneca Covid vaccine | Daily Mail Online https : / / t.co/KnUShC25lp,side-effect
1288953892286410752t,"@GavinNewsom Is it true that the 4 vaccine companies that make all 72 doses on the CDC vaccine schedule are convicted felons that have paid over $ 35000,000000 ( that ’ s 35 billion dollars ) in fines in the last 11 years for fraud and criminal activity ? Robertfkennedyjr on Instagram for more .",pharma
1340366205098446849t,@realDonaldTrump Then make moderna liable for their product ! Real the 1986 protection act .,political
1419889746994556931t,But if you ’ re fully vaccinated why would that matter ? You have complete immunity ... right ? Like you trust @POTUS and #Fauci ... right ? You trust the science ... right ? You ’ re completely safe #Pfizer has convinced everyone their #vaccine has 98 % efficacy ... right ? You are golden 🤷 ‍ ♀ ️ https : / / t.co/aKiMG7JvK1,ineffective
1381991459201638401t,"FDA advises states to pause use of J & J Covid vaccine after rare blood - clotting issue affects 6 women , kills 1 This is not good news . #COVID19 #CovidVaccine #JohnsonandJohnson https : / / t.co/8Hr3LQxylm",side-effect
1334278647067373568t,"@Gedk Ged I ’ m not anti vax , had all recommended , but every vaccine I had completed its long term side effects trials , covid vaccines hasn ’ t , Pfizer vaccine is also mRNA , which has never been approved before for vaccines , that ’ s two unknown risks . It personal choice but I won ’ t have it",rushed side-effect
1375223010592952325t,@bbclaurak Tell @BorisJohnson he ’ s got the wrong end of the stick here . No to vaccine passports ! #totalitarianstate here we come . #openshops #letusout #economyisruined #helpbusiness @Conservatives @,mandatory
1352994869556350977t,"#TRUSTCCP ? Do you trust the Chinese Communist Party to make YOUR mRNA ' vaccine ' ? Well , good , cause there are hundreds of their virologists working hard for you right now in Big Pharma ... https : / / t.co/8PW6wU0Hkl",country
1355940247377489929t,I would say more it ’ s one big cover up to get this vaccine out this vaccine was getting made in January before we knew about a virus and van . Tan was asking for freezers last spring and he has got shares in the vaccine so what does that tell you,conspiracy pharma
1352760071332229122t,@Esky33junglist Are we dying of a ‘ new variant ’ or a ‘ rushed vaccine ’ ? 🤔,rushed
1272825782885384192t,One slight adaption and mutation in Coronavirus and the vaccine being developed in Oxford and manufactured by Astra Zeneca will be useless . That is the option our government has backed and it ’ s reckless and not a calculated risk . ⁦ @10DowningStreet ⁩ https : / / t.co/iZXmFPs8Zy,ineffective
1328748382597369858t,"A must watch on the Astra Zeneca vaccine contents , and the expected damage that will be caused . https : / / t.co/g2Ynqizwuv",side-effect
1348685091875250176t,"@TrevorGreetham @IsabelOakeshott @BorisJohnson A very common misconception - probably fueled by the talk of the vaccine as "" our way out "" etc . before we even know if it stops people being able to have Covid asymptomatically and still transmit it .",ineffective
1363200825544216579t,"@pathologklcrier it's not even technically a vaccine , it works completely differently . it contains no sample of the COVID - 19 virus . it messes with your own cells to get them to produce proteins similar to COVID - 19 that trigger an immune response",side-effect
1382291707912458249t,"Denmark , the first country to initially suspend all usage of the vaccine in March over safety concerns , has also put Johnson & Johnson's vaccine on pause . https : / / t.co/eMgAd5u2Uo",side-effect
1333544895978627074t,You #English will take all the poison #Vaccine all the way down into your body ? Why ? Because first of all you were such dumb people to vote for a psychopath like #BorisJohnson Second : Because You #British have no BALLS to fight for your freedom & rights ! You love #authority,political
1355183126377603073t,"@fionamflanagan1 The Nursing Home is Lusk , Dublin is a prime example , no deaths that we heard of in the 1st wave last March / April , they then roll out the vaccine and 11 die as reported by all media 7 days ago at the same time vaccines administered .",side-effect
1300046988881338368t,"@Chris_Stone1970 @char_slim @sapiofoxy @davidicke And the graphic isn't true because ... ? Covid 19 has been in Europe since March 2019 , UK since October ' 19 . It was barely noticed , behaving like a mild respiratory infection until lockdown . We do not NEED a vaccine . https : / / t.co/ua3dlbTJfK https : / / t.co/GT6ZD4NFkA",unnecessary
1363373259886977024t,"@CTVNews @HeatherButtsCTV Can these "" top doctors "" use the same modelling software to show "" dead from vaccine "" numbers ( and using the same counting method as "" dead from covid "" ) . I'd really like to see those projections before subjecting myself to the ' jab ' .",side-effect
1370215883335958528t,"My dad called me & said he ’ s getting the vaccine lol I ’ m the only family member that ’ s been on the front lines & never had a break through Covid from day 1 & I ’ m the only one that ’ s not vaccinated , ok so everyone can pool in they ’ re stimulus checks for my funeral expenses then .",none
1375901957077004290t,"Franklin Graham can compare Trump to Jesus , but the moment he tells people to get the Covid vaccine , “ he has gone too far ! ! ” 😂 😂 😂",none
1306206500973678602t,@GaWes123 Exactly ! ! ! There's only 972 people in the whole of the UK hospitalised with confirmed covid and that might not even be the reason they are in . No vaccine for a long time if ever . Others need to wake up and see what's really going on . Government is trying to divide us .,political
1336840725942562816t,"@JohnbaleAnon @Dovetail1221 @IselaAnon @yo_u_s @okabaeri9111 I ’ m so sad ... I guess the vaccines they are forcing on the military are Moderna 😢 . First hand report from one soldier “ We were in absolute agony for 24 hours . Every joint , every organ , screaming pain ” . Well I guess it does hurt to rearrange your DNA 😰 😭 😪",mandatory side-effect
1237433941952303104t,Listen to the Media if you want .. #CoronaVirus Can you believe states declared a State Of Emergency for something way inferior to the flu .. #MediaRulesTheWorld I mean they have a flu vaccine .. 😂 😂 😂 Line em up for the Corona Vaccine 🐑 https : / / t.co/LmpBNeEVwS,unnecessary
1329756192084779008t,Why is Pfizer collecting safety data for an additional 2 years ? Wouldn ’ t it be preferable to collect this data BEFORE mass vaccinations ? 🧐 ‘ The trial will continue to collect efficacy and safety data in participants for an additional two years ’ . https : / / t.co/JnZNAQYGjs https : / / t.co/gHQywhFbAh,ineffective
1306509787681697792t,@themegaphone_1 @brynth_ @DHSCgovuk @AstraZeneca @NIH Only a really desperate idiot would think that the regulation process can take place without the testing process . But what else could we expect from someone who doesnt see red flags when DHSC want licesing and vaccine manufacturer liability to be scrapped ?,rushed
1327746166776324097t,@abbeylinegold @jeremycorbyn Not strictly true . Pharmaceutical companies often negotiate immunity from prosecution for vaccine injury . Astra Zeneca has negotiated this for their Covid vaccine,side-effect
1245031218527133696t,"@AaronBastani She's trying to get you to support a vaccine , while not telling you that it won't last long . Maybe not even a year - we don't know yet .",ineffective
1297985508153294848t,"The unelected , non licensed , “ health expert ” who was sued for violating anti trust laws wishes to save us all with his magic needle . Will you take the vaccine ? ? Seems to be a monopoly on treatment options here as well . https : / / t.co/cdRSLcBflV",rushed
1305054112757682179t,@theage The Oxford / Astra Zeneca vaccine is made with aborted foetel cell lines ( Google : HEK - 293 ) . Even the vaccine industry's biggest cheerleader now admits ' traces ' of the dead baby cells come down that needle into your body . Comfortable with that ? Catholics ? https : / / t.co/sXZTPLbKOh,ingredients
1290922720188866561t,@MattHancock if my time is up its up dont give a fk had a great life no regrets so Hancock keep your vaccine and your Corona Virus which you brought into this country and still bringing it in in plane loads as we speak ? and your not testing at airports ? more lies,none
1328613793740566528t,Reported that Pfizer CEO sold his millions of shares as the share price rocketed and made a personal fortune of £ Millions as a result - nothing altruistic about Pfizer is there - ergo can their vaccine be trusted - highly doubtful .,pharma
1245004053551165442t,Soon they going make sure kids can ’ t get into schools without a vaccine for this virus .,mandatory
1375157231801528328t,"Scientist to FDA : You Are Ignoring ‘ Clear and Present Danger ’ Associated With COVID Vaccine FDA officials , Pfizer executives and media , Dr . Hooman Noorchashm warns many more will die needlessly from #COVID vaccines #korona #rokotus https : / / t.co/PDIuVQgVVd",side-effect
1288151609822916611t,"@Nuttymedium I had seen the video too , I am in 2 minds about the whole vaccine thing , would need to know lot about side effects before agreeing to have it",side-effect
1339253368884228102t,@VinGuptaMD @EliotCTAandCCMD @TODAYshow You have no idea about medium to long term effects of this vaccine how dare you lie and say it's 100 % safe when even pfizer doesn't want to be liable if things go wrong ? You should have your license revoked,pharma side-effect
1329077342858145793t,"99.7 % survival rate ... 😬 😬 keep yur vaccine "" Pfizer and BioNTech say their vaccine is ' 95 % effective ' and has passed safety checks "" https : / / t.co/Pw4jdaVgwD",ineffective unnecessary
1299637386230599681t,"@RobertC81441651 Experts like Dr Judy Mikovits explain the details . People are ill but what the ' experts ' are telling us is not true . A vaccine is not the answer , asymptomatic spreading is not a factor , hence no need for masks / social - distancing . It's interesting . We've been misled for yearsl",side-effect
1412021148959772678t,"CDC investigating death of Michigan boy who died days after getting Pfizer COVID - 19 vaccine - USA TODAY ⁦ @NorthmanTrader ⁩ ⁦ @CapitalPrivate1 ⁩ Sven , this country will do anything to keep this fraud market going . They are forcing kids to get shots https : / / t.co/Qd569snYPO",political side-effect
1354595476889329664t,"@rtofthepossible @7Veritas4 @LisaMarieBoothe Exactly ! $ $ $ ! ! Thank you . We don ’ t need a vaccine that makes them even more money when there are already affordable treatments and prevention . Once again , we have had treatment and prention for vaccines for 30 + years .",unnecessary
1342733254143729664t,BMC doctor with history of severe allergies says Moderna vaccine gave him the worst allergic reaction he ’ s had as an adult https : / / t.co/JUSAW3MgBa via @BostonGlobe,side-effect
1326327028765888514t,@NBCNightlyNews @mitchellreports President Johnson ’ s swine flu vaccine was rushed into production and people got Guillain - Barré syndrome from it .,rushed side-effect
1375355783777415169t,"My left ear hurts , they aren ’ t going to live through that vaccine 😣",side-effect
1334521318918787073t,Different topic .. How many of you are going to take the vaccine for covid . I'm in 2 minds . I'm not an anti Vaxxer but I have concerns it may have been rushed .,rushed
1375031591244824580t,Had following side effects from #AstraZeneca #vaccine - headache - flu like fever - fatigue / restlessness - feeling like I was laid under a pile of rocks - feeling sick - watching copious amounts of @RuPaulsDragRace - improved WI - FI connection with @virginmedia ( Hurrah ! ) https : / / t.co/IgtwDF09S9,side-effect
1335599087635345410t,"#Macron : I Will Not Get Vaccinated by The Pfizer - BioNTech Vaccine - No Virus has been Treated with this Company's Technology A Statement about the Pfizer - BioNTech Vaccine was made by the President of France , Emmanuel Macron , During an interview . #Goldendawn #Nationalism #Greece https : / / t.co/OzvT7xQpbF",ineffective
1320413591460302848t,@peteblackman @mrrobinknight @NIH @moderna_tx How do you know ? You work for the company . I did clinical research training at NIH . There is lost of bribing there . Pharma companies hide adverse effects and dead . A new experimental vaccine altering human genome is rushed without the animal tests which are must .,pharma rushed
1343627176416055298t,"German healthcare workers got accidentally 5 times dose of the Pfizer vaccine . What a surprise , most of them have Covid symptoms . https : / / t.co/yTVBayfgsM A vaccine isn't a completely different miracle that just cures , it's just a modified and weakened disease .",side-effect
1375734461803945993t,"First , there were concerns over whether the AstraZeneca vaccine was safe for all ages . Then , many countries chose to temporarily stop using it all - together . A survey of 7000 EU citizens shows more than half now believe the shot is unsafe . https : / / t.co/Eqrrhqv2Ke",side-effect
