ID,text,labels
1285303400368877574t,@MattHancock @UniofOxford @OxfordVacGroup @AstraZeneca Blood on your hands . You're going to prison . #vaccineskill #mancockforjail,pharma
1344594746992435203t,Dolores Cahill - about Vaccines against the corona virus - 1 / 3 or even 1 / 2 of the people who get corona vaccine may have serious side effects https : / / t.co/VtBIjrLCFi,side-effect
1377280156969136135t,"Pushed experimental vaccine = useless , dangerous = EXPERITMENT LI woman tests positive for COVID - 19 after second dose of Moderna vaccine https : / / t.co/IqPXtFCqfY via @nypmetro",ineffective rushed
1287426674846347265t,@RT_com Injecting a Russian vaccine is like depending on a Lada as your daily driver,country
1297596564970434562t,"@MarciHunni @paulo1141 @thehill The Flu kills more and we have a vaccine that we create every year and it still kills more ppl every year . There is nothing to stop a virus . It has to burn out and run it course . At least with Covid we can use HCQ , Z - Pack , and zinc . The FLU has nothing . Cont .",unnecessary
1328438871982477318t,"@lynnv378 Absolutely . If Moderna was connected to that , I want none of it . But it seems it wasn ’ t It was a global effort , with NIH involved . Long before Agolf acknowledged the need for one . https : / / t.co/HZy9vPhbOt",rushed
1222237063086559233t,"@OANN @realDonaldTrump You mean @realDonaldTrump , the Johnson & Johnson that participated in the simulated Coronavirus event 201 on October , 18 2019 ? You have got to be kidding me ... people are dying so some damn Pharma company can make a vaccine ? It was planned . https : / / t.co/0seSnKeirV",conspiracy pharma
1320259707882381312t,"No way will I consider having this , some rushed out vaccine that no one is aware of the side effects of , sod that https : / / t.co/gwRFDhz0ZP",rushed side-effect
1348559105036836866t,"@petermoyo6 @News24 @CowansView ( 1 ) We haven't seen any or enough data yet to know the China vaccine is safe ( 2 ) 4000 sick from Pfizer ? Really ? How do you define "" sick "" ? Because we all know that vaccines do have side effects , usually around 5 to 10 % of people being vaccinated will experience some side / 2",side-effect
1313647421373640711t,"@Jamahri13 It's where the president goes for medical care . And he didn't get a vaccine yet , there isn't one to get yet , you'd be crazy to take one before it finished trials , our track record with corona vaccines is they make you worse .",rushed side-effect
1354882198558691336t,A Man and Woman in South Dakota Die a Day After Getting COVID - 19 Vaccines - The Vaccine Reaction https : / / t.co/nfQOKtMtTd Stay Connected . Stay Informed . Subscribe to TVR today ! #NVIC #VaccineFreedom #InformedConsent https : / / t.co/Pv7XmolEe0,side-effect
1330217696068317186t,@MattHancock @MHRAgovuk @pfizer @BioNTech_Group Apparently if you have the #Pfizer #vaccine you have to #selfisolate at - 70C for the rest of your life .,ineffective
1397149981480345600t,@roadscholarz @ShivamShankarS @Shambhavi121 @Lakshmi_RKG @rajat_saha Fear mongering . Even vaccination for 18 - 45 years is not needed . Every single country has stopped covishield for under 40 ppl risk outweigh benefits .. Where is risk benefit analysis ?,side-effect
1352993169634447360t,@nbcsandiego Plus the vaccine activates the body ’ s our immune system . Older people ’ s immune systems aren ’ t as strong as they were when they were younger . Vaccine won ’ t work at the predicted 95 % rate for older immune systems .,ineffective
1372104752968916992t,"@KellyannePolls Why would you take a vaccine for a virus that has 99.9 % survival rate ? 🤷 ‍ ♀ ️ “ CDC COVID - 19 survival rates ” are 99.997 % for people ages 0 to 19 , 99.98 % for people ages 20 to 49 , 99.5 % for people ages 50 to 69 , and 94.6 % for people over 70 . """,unnecessary
1382407072042651650t,MICHAEL YEADON INTERVIEW - FORMER PFIZER VP SPEAKS OUT ON DANGERS OF MRNA VACCINES & COVID ILLUSION - Conservative Choice Campaign https : / / t.co/oAFkOwSkDn,side-effect
1406786047338369025t,@CollignonPeter 50 % more people have died from the AZ vaccine in Australia than covid in 2021 Australia should always have set age for AstraZeneca at 60 + or 65 + . You all put money before the health and safety of millions of Australians . The evidence was there and you chose to ignore it,side-effect
1272868521823830016t,"@SenSanders We have immune systems . Vaccines are filled with animal and human DNA , disinfectants , heavy metals , chemicals . For over 30 years the US has paid out over 4 billion In compensations for deaths and injuries because the US gave Pharma liability freedom in 1986 . #VaccinesKill",ingredients pharma side-effect
1378691724462133251t,@thato_inama 💀 There's no cure for covid there's a vaccine that even the president of Pfizer producing it won't take . It's basically wearing a condom but you can still get covid,ineffective
1409886090429964304t,"( Its very important to recognise vaccine manufacturers are in business competition with each other , & have very powerful political lobbyists - which explains why AZ has been "" rubbished "" due to "" blood clot "" concerns which affect Pfizer etc equally ... as acknowledged the other day )",side-effect
1300494973956169729t,Dear PM @BorisJohnson Do you really believe a vaccine rushed into production is safe ? Do you think it is acceptable that manufacturers will be immune from liability if the vaccine causes harm ? How can a Prime Minister accept or agree to such potentially dangerous risks ? https : / / t.co/VnHvziuegP,rushed side-effect
1294858017347735554t,@Pagan_Nemisis @ABC And the other option is ? The vaccine should give you antibodies for a couple of months . During that time if you are healthy and lget covid you will creat tcells that may last 3 decades . Tell me your plan,ineffective
1376502683595468805t,@normanswan The AstraZeneca vaccine was never the best choice for Australia to start with . We've eliminated COVID - 19 and should be locking in that hard - earned achievement with vaccines that will give us herd immunity . The AstraZeneca vaccine can't give us that . https : / / t.co/BCYTE39ATW,ineffective
1306568607103627264t,Document reveals vaccine participant's serious symptoms CNN obtained an internal document from AstraZeneca that confirms a previously healthy woman in her 30s was diagnosed with a rare neurological disorder after her second dose of the vac ... https : / / t.co/4D9n84dzMK #Video #USRC https : / / t.co/cf8m6XF8AM,side-effect
1442361872993292288t,"Acute encephalitis , myoclonus and Sweet syndrome after mRNA - 1273 vaccine "" A patient presented with fever , generalised rash , confusion , orofacial movements and myoclonus after receiving the first dose of mRNA - 1273 vaccine from Moderna . "" https : / / t.co/Ex9H0YsTJk",side-effect
1364541640027893762t,"@Franabelle_ What I don ’ t get is the vaccine doesn ’ t stop you contracting or spreading Covid so it makes no difference . Person A - Vaccine , can contract , can spread Person B - No vaccine , can contract , can spread Both are equal risk to any establishment and / country so how can you deny one ? 🤷 🏻 ‍ ♂ ️",side-effect
1369736121358417922t,"Moderna ’ s Top Scientist on mRNA Technology in COVID Shots : “ We are Actually Hacking the Software of Life ” - This is not a conspiracy theory , as they are very arrogant and very open about just what they dream about achieving . https : / / t.co/QROryJAkRG https : / / t.co/jA05YK5oia",conspiracy
1392287948729724931t,"Reported vaccine injuries continue to climb , Pfizer seeks full approval for COVID vaccine | News | LifeSite https : / / t.co/B38NMx5kM3",side-effect
1365418446268358656t,"@ClivetheFirst @johnaita00 @RealCarlVernon Is #COVID19 comes from 🦇 ? / Is that a scientific fact ? : ) Ebola kills , efficiently hence it couldn't spread globally . It just kills too fast . I am happy that you are happy with your #vaccine Good enjoy .",none
1434024405064028162t,"@dunlopfirestone @liamdann @MeganHands8 That ’ s why Covid passports are useless , quite apart from philosophically repugnant . Pfizer now saying we ’ ll all need three boosters a year … ( and of course the do . )",mandatory
1299312184565039105t,@AndyClubTopspot @jacsjep5 @lamiavox @RealDeniseWelch Don ’ t worry there ’ s never been a vaccine made for any coronavirus yet ! Some scientists have already warned not to expect one !,ineffective
1312449847270629376t,Coronavirus : Utah man joined Moderna ’ s COVID - 19 vaccine phase three trial - Deseret News https : / / t.co/AIOJZSguaX Sounds like shot will cause symptoms that will kill some right away .,side-effect
1426997893244899330t,"@WCVB The vaccinated are contracting and spreading the virus and some are dying from it . When a more effective vaccine is available , this would make sense , but do I feel safer because a person living in my house is vaccinated with Pfizer ? You bet I don't .",ineffective
1331913673691033603t,@AndreSeNuus Do you understand the difference between those diseases and covid ? Clearly not . I am not anti vaccine . I'm just anti covid hysteria .,unnecessary
1356592806039535617t,"@CTVToronto There is no hope for a vaccine . Nothing coming now and it won't work if it does come . It is Lockdowns Forever , or take your chances with Covid . Lockdowns are no life at all . My choice it to take my chances . Bring it on !",ineffective
1327999770972073989t,@JohnCawCrow @Arkancideisreal @pfizer @POTUS Lying or simply ready to decide the endemic has passed and the only way to do that in a convincing way is to pretend a vaccine is ready so people believe it . The vaccine will be placebic water so you believe you are safe but never had anything to fear to begin with .,rushed
1339933503627145216t,@StuJohn10221054 Also not that many years ago people and the government were raving about another vaccine they reckon was the best thing ever ... thalidomide ... and remember how that one ended ? ? Its exactly the same now also a country in Africa is suing Pfizer for illegal trials on their kids,rushed
1328306513551777793t,"@MahaElias1 @cerumol "" Zaks spoke about mRNA vaccines , including those he produces at Moderna . Zaks ’ description of Moderna ’ s mRNA products as , making permanent edits to human genes . ” https : / / t.co/lZM59i0pwh",conspiracy side-effect
1320143961416175625t,"@LockdownNo Isn ’ t it funny that this is a “ virus that we know little about ” until the discussion turns to vaccination for it ? If people aren ’ t suspicious about that then we ’ re all , quite frankly , fucked .",rushed
1353505133854908417t,"@globalnews Obviously not , since it ’ s not even a vaccine as admitted by Pfizer . You can still contract Covid , and transmit it , you just have a chance of reducing symptoms , and a 4 % chance of severe side effects complete with unknown long term effect , since it ’ s a gene therapy .",ineffective side-effect
1320040469078904832t,@MarieAnnUK If the Test works – Why the False Positives ? If the Masks work - Why the Six Feet ? If the Six Feet works – Why the Masks ? If All Three work – Why the Lockdown ? If All Four work – Why the Vaccine ? If the Vaccine is Safe – Why the No Liability Clause ?,side-effect unnecessary
1255977848742899713t,"@IngrahamAngle Name names . You know who is driving this . Speak out . Wake up the public . Ask yourself , "" Why isn't the President putting a stop to this ? Why is he pushing a vaccine , he knows was patented by Bill Gates and is intended to track us and control us ? "" What is going on ?",conspiracy political
1354595476889329664t,"@rtofthepossible @7Veritas4 @LisaMarieBoothe Exactly ! $ $ $ ! ! Thank you . We don ’ t need a vaccine that makes them even more money when there are already affordable treatments and prevention . Once again , we have had treatment and prention for vaccines for 30 + years .",unnecessary
1277345815388962816t,@djrazorgirl And Moderna is using a lovely new fetal cell line 🤮 Fauci waived animal testing days after this lie 🤬 https : / / t.co/fmDLwcviW4 #FireFauci,ingredients
1298451643592212480t,"@LisaBBack2009 @globalnews @CHEXNewswatch I have a idea . How about all you folks that want it , Get it . And all of us that don ’ t want it , Won ’ t . You ’ re safe . We will assume the risk we know we are taking . Cool ? If it ’ s a . 02 % mortality rate , what does that drop to if 90 % are vaccinated ? Carry on .",unnecessary
1285298011405529094t,"Glad to see the same in the UK . Any billionaires or executive - also politicians , volunteers ? 😏 "" Covid - 19 vaccine allegedly given to Russian billionaires and executives "" #CovidVaccine #COVID19vaccine https : / / t.co/Pq0L7N7fKy",political
1330738028487315457t,"@Alec_Zeck Ever allow a contractor that's never built a house , to build your house ? An engineer that's never built a bridge , to build a bridge ? #moderna and #covid19 MRNA vaccine ( a vaccine type that's never been engineered .. app or used for , on humans before ) is their FIRST vaccine ever .",pharma
1412769467369615365t,Two cardiac events in children reported in mainstream media after Pfizer vaccine . A 13 year - old boy ( Michigan ) died in his sleep 3 days after vaccine . A 16 year - old boy in Singapore suffered cardiac arrest on day 6 after vaccination . Links below . 2 / 2 https : / / t.co/b31AIVFQD6,side-effect
1344243118267359232t,When a healthy volunteer has a serious reaction to a covid vaccine days after & they get told it's a coincidence and not enough evidence that it was the vaccine 🤔 this IS what happens . Deny deny deny #CovidVaccine #oxfordvaccine quickly turn on the volunteers once they get ill 👍,side-effect
1406649788049739779t,@scleroplex @pseudo_sapiens @d_s_thakur Are you for real ? Masks prevent transmission to others as well . Show me a study that people cannot transmit the virus after vaccination with Covidshield or Covaxin ? And what makes you think you have 100 % protection with such low efficacy vaccines ?,ineffective
1287733040689623041t,"You couldn ’ t pay me enough money to be a “ vaccine trial volunteer ” . Unless I ’ m dying of end stage cancer , keep your trials .",side-effect
1377415455439089664t,Holy Cr * p ... Terrible News 😵 💉 15 million doses of Johnson & Johnson vaccine destroyed in subcontractor mishap 💉 😵 https : / / t.co/diKhUS5Tzt,side-effect
1300046988881338368t,"@Chris_Stone1970 @char_slim @sapiofoxy @davidicke And the graphic isn't true because ... ? Covid 19 has been in Europe since March 2019 , UK since October ' 19 . It was barely noticed , behaving like a mild respiratory infection until lockdown . We do not NEED a vaccine . https : / / t.co/ua3dlbTJfK https : / / t.co/GT6ZD4NFkA",unnecessary
1343947247025848322t,"Andrew Cuomo : ‘ Post - COVID Future ’ Depends on Getting Vaccines ‘ in People ’ s Arms ’ Cuomo you are a killer you sent Covid patience nursing homes w open Beds in NY just for that purpose , Go to Hell w your kind ! ⁦ ⁦ @newyorkpost ⁩ https : / / t.co/ETSXHiNLsX",political
1350914728864874496t,@melbprisoner Norway Headline this Morning . 30 elderly people die days after receiving Vaccine The have had 500 covid deaths all yr it will only take them 2 weeks to beat that,side-effect
1292674939640717312t,"@rebelawyer He really doesn't care if a half - baked vaccine kills millions of Indians , just so long as his ego is taken care of , does he ? And one can bet that he himself will ensure he takes the Oxford vaccine . It's always about his ego and making some dramatic announcement ! Infantile .",political
1359370039405780992t,If not work with vcovid 19 so why buy ? Waste money no body will jab . smart and tax payer will pay lol lolCTV News : Health Canada in ' final stages ' of AstraZeneca COVID - 19 vaccine review . https : / / t.co/Rd9D7E6eTG via @GoogleNews,none
1376741322074165251t,@SunflowerSoul71 @POTUS I just read NYT that brought up another salient point . As more adults get the vaccine the virus will have no choice but to mutate in children creating the possibility for a variant that causes severe disease in children . Scary .,side-effect
1245491850087202817t,"@LegendaryEnergy Fauci is funded by bill gates who wants everyone to be vaccinated and chipped . It won't stop with a covid vaccine , it'll be every vaccine they choose and all that they develop in the future . Oh , and the flu vaccine raises Coronavirus risk . Who know what the covid vax will do .",conspiracy ingredients side-effect
1327821799799853056t,"@AbbyMartin https : / / t.co/Qu6Wzstz3O ABBY , PLEASE Help us spread the truth about Covid 19 and the pending MANDATORY VACCINES ! https : / / t.co/L7RaF5B5s9",mandatory
1362487999221682186t,@JeremyFarrar @AstraZeneca @BillGates Those who have already died or had serious adverse recations to the vaccines . Was it safe for them ? I thought every covid life matters . I guess theirs didn't ? Now .. shall we talk about what happened last time we stuck nanotechnology in the body of an animal ? Still safe ? Lies,side-effect
1354794687517908993t,""" I have been contacted by residents in Gibraltar stating that 53 people have died in 10 days immediately following the roll out of injections of the Pfizer mRNA COVID injections , and calling it a “ massacre . ” FROM HEALTH IMPACT NEWS",side-effect
1353526385973710849t,"@JessTer62203870 @QueenOfPizzaxo @hidinmyname @mindrelic @SebastianAulich @BNODesk “ 23 people died in Norway within days of receiving their first dose of the Pfizer COVID - 19 vaccine , recently , all 13 were at least 80 years old . ” You ’ ll forgive me if I don ’ t think this is a valid concern to have with the vaccine . Considering Norway is vaccinating elderly first . https : / / t.co/0JZGEtzxj4",side-effect
1283152391374856193t,Imagine what would happen to their shares if they gave the vaccine to the people .. #dieforthedow Moderna shares jump as much as 16 % after company says its coronavirus vaccine trial produced ‘ robust ’ immune response https : / / t.co/AVOH61KKDk,conspiracy
1397377019269111811t,@Katyscowshead @normanswan Yes and Astrazeneca increased asymptomatic carriage in 6 - 8 week vaccination groups choose a better Vaccine https : / / t.co/47pzpuTDZc,ineffective side-effect
1327360391630950401t,He ’ s served his purpose ... getting #UK to buy corrupt #Pfizer ’ s fake vaccine . How much is UK paying per dose ? Anyone know ?,pharma
1330610245144518656t,how does someone test positive for covid twice then negative twice ? ! ? ! ? ! as soon as the vaccine was announced now the test aren ’ t accurate ? ? ?,rushed
1333380608047919104t,"@EmeraldRobinson I don ’ t think there ’ s any conspiracy here , just a bunch of money hungry pharmaceutical companies , and it ’ s even * probably * safe . That said , this is the first ever mRNA vaccine - approved with minimal testing in record time . Almost no human testing on any mRNA vaccine , ever .",rushed
1375804823216480258t,@Andrea62928413 @StorkBoris @M13kyD I think he was told he was being given the vaccine ( small fee taken ) when in fact it was some whoopy woo stuff . Next he'll be complaining of the after effects ( or come down ! ) . Later he'll be requesting his second shot .,ineffective
1321470918053580807t,"@Charlotte3003G Well done Julia . You should also ask what about London . The analysis on all this is terrible . Destroy the economy , isolate the old from friends and family causing untold misery , for a vaccine that probably won't work . This nonsense needs to be challenged constantly .",ineffective
1303098735489056769t,@isnt_it_red @PayneBastille58 @simondolan Yep flu season is coming soon and they will say its COVID to push the figures up to push people to take the vaccine ! 💷 💷 💷 #justsaying,political
1349943644342673408t,University of Tennessee | @UTKnoxville | Medical Center debunks vaccine myths Meanwhile Indian @ICMRDELHI Is proposing 110 % efficacy of a vaccine which hasn't even completed trials . #Covaxin #BharatBiotech #Covid19 #vaccine https : / / t.co/p4EeWQ81Ih,rushed
1353731029727494144t,"@moderna_tx Informed consent is Make data readily available to people that informs number of deaths from vaccination and number of illnessess and reaction . The damage is not being furnished to the public . This is the public health emergency , not Covid 19 .",side-effect
1365070193433657354t,@Azeem_Majeed I have zero spike antibodies after 6w of having Pfizer vaccine . I know others who have tested and I'm not alone . I am emailed EVERYONE I can think of and the inertia is massive . Who is in charge here ? Who can make a change ? Someone please tell me who to talk to .,ineffective
1436932256338092038t,@grumpyoldkiwi The longest safety study on the vaccine is not even 12 months . Pfizer deliberately destroyed their original study population by vaccinating the control arm after 6 months .,rushed
1379806987995713539t,"#BREAKING 79 cases of blood clots , 19 deaths in #UK after taking #AstraZeneca Covid vaccine : MHRA medicines regulator #BreakingNews https : / / t.co/XDKXUU502Z",side-effect
1392287830303551488t,Two young mothers paralyzed after receiving Pfizer ’ s COVID vaccine | News | LifeSite https : / / t.co/yq39vtXngR,side-effect
1397236020534521860t,What an evil piece of filth you are . You should be locked up for encouraging child abuse . There is absolutely no need for children to be vaccinated with an experimental gene therapy . The CEO of Pfizer admits that it can make you infertile . You are scum . https : / / t.co/o26OUaeQEB,conspiracy rushed side-effect
1349731375105011728t,Sign me up ! Woman Suffers Whole Body Convulsions After Taking Experimental Moderna COVID - 19 Vaccine | GreatGameIndia https : / / t.co/UzCkGNqep9,side-effect
1355042014321061891t,"In Brazil , who are overseeing the trials of Chinese Covid - 19 vaccine has revealed that it is of substandard . Corona virus vaccine which is made in china has only 50.38 % successful rate . Even after knowing this they are giving this vaccine in Pakistan . #PakNeedsBetterVaccine https : / / t.co/hNfEFjce2h",country ineffective
1299785191125323776t,@papa_gardner11 @GovMurphy @chadwickboseman Proven and tested in 6mos when a normal vaccine ever verified thru CDC has always been 4yrs ... ok bro .. keep walking,rushed
1339253368884228102t,@VinGuptaMD @EliotCTAandCCMD @TODAYshow You have no idea about medium to long term effects of this vaccine how dare you lie and say it's 100 % safe when even pfizer doesn't want to be liable if things go wrong ? You should have your license revoked,pharma side-effect
1364600778099281926t,"Johnson & Johnson knowingly poisoned people with their baby powder , causing cancer.Their baby food contains lead and other heavy metals known to cause cancer and learning disabilities . I believe in getting vaccinated , but i dont trust this company further then i can throw them .",pharma
1338128429435084800t,@ChuckCallesto Didn't a couple of testers of Pfizer COVID vaccine just develop bell's palsy ?,side-effect
1294464800722948098t,"@hildabast Hi , so you state that only 1 person got a mild fever from the Novavax vaccine . Care to elaborate on other SAEs ? I ’ ll help , at least 10 % had severe of everything else . Why the omission ?",side-effect
1117759079156527105t,"@and_kell My pertussis vaccine wore off & in 2004 I was one of many who came down with a horrific case of whooping cough . Vaccines & other medical interventions are pushed on us long before adverse effects are studied . Birth control pills , another example , linked to breast cancer epidemic .",rushed
1346889977725116416t,"@Mark_J_Harper @MattHancock So Matt says we need to see if the vaccine reduces covid deaths ? Why wouldn ’ t it , this either works or it doesn ’ t ? This certainly isn ’ t what people are being told .",side-effect
1411416962220056582t,"A 13 - year - old who voluntarily participated in the #PfizerVaccine trial for adolescents has developed symptoms , including not being able to walk , memory loss , the inability to swallow food and liquids , and fainting or seizing 10 or more times per day . https : / / t.co/qQahU4U6Mm",side-effect
1254334561825312770t,"@JackieShandu I Agree totally . The politics of this country is highly monetized it's such a pity . We are hearing that Cyril is busy having talks with Bill Gates on vaccine , and our so called revolutionary opposition are quiet .",political
1298025587953537024t,@JackPosobiec Pelosy and its radical socialism with compulsory MGO vaccination is the ennemy of mankind .,side-effect
1371080965477568515t,And still people will rock up here to get the same jibjab to set them free 🤣 . Ireland suspends AstraZeneca Covid vaccine over blood clot concerns https : / / t.co/dNdzb56X8T,side-effect
1403462305602486278t,"@AlexBerenson @moderna_tx I ‘ ll confirm I know someone who had the most dark , twisted and terrifying dreams while trying to fight off vaccine physical effects . I don ’ t know if I am describing this with appropriate intensity , but , he said the dreams alone were enough to keep him from getting the vax again .",side-effect
1324480719628980229t,@BorisJohnson @MattHancock @piersmorgan I'm not a Covid denier . I know what could happen to the NHS . What is the plan to get us out of this hell ? A vaccine is NOT a plan .,rushed
1299060949379428352t,"@boyakacha @paul71075 @piersmorgan We had a SARS like virus with us in March / April .. no argument there ... but as with N1H1 it came and went , hence them needing to test for coronavirus as opposed to covid . Even vaccine agencies have admitted there's not enough covid in the system to warrant vaccine pilots !",conspiracy
1376967997651320832t,Allergic Reactions and Death By Pfizer - BioNTech Vaccine https : / / t.co/Gt2Eb9lIpL via @YouTube,side-effect
1398305138650005504t,"@NewtonClarkeUK According to a report seen by the BBC , Newcastle ’ s senior coroner , Karen Dilks , has issued an interim fact - of - death certificate which lists “ a complication of AstraZeneca Covid - 19 virus vaccination ” as a consideration .",side-effect
1437993363395911683t,Contaminants found in Pfizer vaccine in cities near Tokyo and Osaka https : / / t.co/HENRFleV5Y https : / / t.co/flQb702rg8,ingredients
1298948969536655362t,@drscott_atlanta @dbongino @AlexMarlow @realDonaldTrump This is a crime against humanity . Most definitely a conflict of interest for Fauci considering he has patents on the new vaccine .,pharma
1338212149282430979t,"@azfamily @EmmaPLockhart 2 Persons in the UK had an allergic reaction to the Pfizer's vaccine , There are people who have a phenomenon called “ allergic diathesis ” or tendencies to get allergic reactions to foods , medicines , or previous vaccines . we always anticipate it with any vaccine implementation !",side-effect
1365077876203155457t,@1WayneBrown @bbcquestiontime Can someone also remind her the vaccine doesn ’ t stop transmission or spreading of said virus please,ineffective
1277751624417579015t,@jxjacobsen @thomaskaine5 With a 0.26 percent death rate from covid 19 your ridiculous . Make sure you and all of your buddies get the awesome vaccine as soon as it comes out dont wait . You can protect us all . Thanks .,unnecessary
1354732605258821634t,"@blinder_the @darrengrimes_ Apart from the fact that those that have already had covid are immune , so won't need the vaccine . The ' vaccine ' isn't the only way to immunity , in fact it doesn't even give immunity , it just lessens the symptoms .",ineffective unnecessary
1336737760166744067t,"@Breeze_CA @Bret_Sears BUT we DO have SOME data on immediate / short - term effects , incl a # of moderate to serious POTENTIALLY "" adverse events "" that , if translated to the # ' s involved in MASS vaccination would result in MILLIONS of ppl suffering worse effects from the vaccine than they would from COVID .",side-effect
1338238554606989312t,@BreannaFuss @pfizer @FedEx @UPS This vaccine has proven fatal during the trials . DO NOT TAKE IT !,side-effect
1219337634700517377t,@declanoscanlon You know how ? by proving to us that vaccines are safe and effective . Give us those studies . They are nonexistent . Prove to us that we are wrong . Do just one vaccinated vs unvaccinated study or one study showing those adjuvants don't cause autoimmune diseases .,ineffective rushed side-effect
1337757796985688064t,"@ScottGottliebMD @GiancarloSopo Vaccine came too quickly . A covid vaccine in less than a year that ’ s 95 % effective ( ? ) and the flu vaccine less than 60 % effective , been around for decades ? I ’ ll not take the vaccine for several years . Pfizer waited until Biden deemed president to announce . TRUMP DID THE WORK .",ineffective political rushed
1337462656257691648t,You can keep your vaccine . I'll take my chances with Covid . ✌,none
1377310183844642823t,@librtyisanarchy @cw3263 @NPR @pfizer Realistically there has never been a vaccine that was perfectly 100 percent effective . Notice how they only did this on a few thousand people at best . They basically did the same thing on their previous trials . With no long term health trials either . I ain't taking it .,ineffective
1279892215272296448t,"These two & their foundation should be arrested for genocide around the world . They just want to reduce the world population , especially black people . @melindagates Suggests Frontline Workers and Black People Should Get COVID - 19 Vaccine First #AfroTech https : / / t.co/Vw65q2gCMv",conspiracy pharma
1293512179476500481t,@KerrieMcEvoy I'm of the view that these covid vaccines are rushed - bit I'll take one as soon as everyone involved in pushing it through goes first . It's the polite thing to do 😅 🤞,rushed
1153068590725095425t,@swelljoe @MikeGravel @marwilliamson Marianne not an anti - Vaxxer ; please do your research . She is against BigPharma paying scientists to do the research on safety of their vaccines ; it ’ s like trusting Boeing paid engineers to check safety of the 737 for commercial flight .,pharma
1365836178092654596t,"@ClarkeMicah Unless Peter has an underlying health conditions , We are unware of . I have no idea why anyone would take the vaccine . But Its his choice . Unless he starts preaching that everyone should take it . What's the issue",none
1293224322685980672t,"I would rather have the Russian vaccine than the Bill Gates , Fauci , China vaccine !",country
1329574890790400004t,"and fuck the consequences . And I don ’ t trust the relationship between the #Tories and #Pfizer . Hence , I am more reticent about this particular #vaccine than I normally would be .",political
1423671266943201281t,@LaStampa @kuku27 Ema : Johnson & Jonshon vaccine can cause blood clotting disorders,side-effect
1244838688418418688t,How do they have a vaccine for a disease from a BAT that supposedly just started but can't find a cure for cancer that has been around for decades . This world is a joke .,side-effect
1347564108175077376t,"@MHRAgovuk @moderna_tx so many people have already given their brain away and had the Astra Zenaca aborted foetus covid vaccine , wish we'd known this one was coming to the uk , just a vitamin boost apparently",ingredients
1263867946754994176t,"@stevenjfraser @6549lmartin @bythisplatform @sweetromance @gatewaypundit After experiencing the very real side - effects of vaccines in my children , I'll skip vaccinating my grandchildren so you can feel safe . Behind every "" anti - vaxxer "" is someone who once vaccine . #LearnTheRisk",side-effect
1364133608043261954t,@KathyConWom They will definitely not ! Our compliance is being bought with the maybe ’ s . You just know we will have vaccine resistant variants popping up all over the place . We need to WAKE UP ! ! Our Gov ’ t is playing us !,ineffective
1379832880692670474t,"The European Medicines Agency safety committee confirmed that the Oxford - AstraZeneca COVID - 19 vaccine can cause blood clots in some patients . Despite the rare blood clots , the agency insisted that the benefits outweigh the risks . https : / / t.co/ZYTAYjFMdp",side-effect
1280491532437446657t,"If #Novavax has been awarded 1.6 billion , #makethevaccinefree . Everyone together , hold the government and big pharma accountable . ✊ 🏻 ✊ 🏿 ✊ 🏽 ✊ 🏾 Stop letting them rob us , when it ’ s their fault for managing this outbreak terribly , killing small businesses , and our livelihoods .",pharma political
1351207409071640578t,"After a video of his mother ’ s condition went viral , the son of a woman who was hospitalized after receiving Pfizer ’ s Covid jab told RT that , even though he was not an anti - vaxxer , he had serious doubts about the drug ’ s safety .",side-effect
1325803659452674048t,"Pfizer vax overhyped Stats uses from a press release Government runs trials find out its snake oil "" omg trump is antivax "" Pfizer mass inoculates EU "" Americans r so stupid "" Europe is dead no .",rushed
1382730107589038087t,"Woman Dies After Getting Johnson & Johnson COVID Vaccine , CDC Investigates Link https : / / t.co/pcnnhp8v7G",side-effect
1319247131526520833t,@JoeKiddle @davidh1892 @emmakennytv @hannah_wants If we don ’ t know enough about the virus how come a vaccination for it is “ round the corner ” ?,rushed
1255878329070125057t,@beisgovuk @DHSCgovuk @UniofOxford @AstraZeneca Maybe Bill Gates could be the first to test it out,none
1378469522722676736t,"@CarrDutton @ambrafour @MattHancock Dunno , blood clots ? not wanting to be vaccinated against something less dangerous to me than the vaccine side effects ? I have had Covid , got the natural immunity so why do I need a vaccine ?",side-effect unnecessary
1343790764292071424t,"#Coincidences #Black Rock is also the major holder of #MICROSOFT , the property of Bill Gates , who ( by coincidence ) is a shareholder of #Pfizer ( selling the miracle vaccine ) and who ( by coincidence ) is currently the first sponsor of #WHO . the way it works",pharma
1325974462139920384t,"@realDonaldTrump @pfizer @US_FDA What if the results had been negative and the vaccine didnt work ? Would you have wanted that data released before the election also ? Just to be "" transparent "" ?",ineffective political
1337488515509186561t,"If I understand correctly , #FDA did permit Pfizer ’ s #vaccine with some pressure from the @WhiteHouse ... The problem is that looks like this vaccine injects #COVID19 proteins into the body with low dose and your organism creates antibodies that rejects the #virus",ingredients political
1346506623519494144t,@thedragonrules @JackieM22217707 Only 95 % efficacy of the 164 test subjects who tested positive for coronavirus in the test . Hence why Pfizer were looking at injecting people with corona as not enough infected for the test . Guess they opted for cooking the numbers instead . Same with Oxford .,pharma
1311007579259252742t,@Conorthemilkman @hughes_eilir @joycegroeslon He isn't stupid enough to take an under - tested vaccine which may see him off quicker than actually getting Covid . You may be . He views the mandating of an under - tested vaccine which will not give full protection as unwarranted given the prevalence of Covid & its survival rate .,rushed
